>>>>>>>>>>> CUDA available : True
Namespace(batch_size=32, context_max_length=256, dataset='/home/hyuns6100/[4]newCRS/data/redial/', device=device(type='cuda'), entity_max_length=50, global_norm_clip=5, kg_dataset='[4]newCRS/data/dbpedia/', kg_emb_dim=128, learning_rate=0.0001, max_grad_norm=None, num_bases=8, num_epochs=10, num_warmup_steps=None, num_workers=0, output_dataset_dir='/home/hyuns6100/[4]newCRS/data/redial/', output_dir='/home/hyuns6100/[4]newCRS/save/', save_name='ent_sent_rec_v3', seed=42, senti_tokenizer='roberta-base', text_encoder='roberta-base', text_tokenizer='roberta-base', weight_decay=0.01)
2023-12-11 11:44:07.648 | INFO     | __main__:<module>:280 - ***** Load Dataset *****
 64%|██████▍   | 2213/3444 [04:10<02:19,  8.80it/s]
 64%|██████▍   | 2214/3444 [04:10<02:19,  8.80it/s]
 64%|██████▍   | 2215/3444 [04:10<02:19,  8.80it/s]
 64%|██████▍   | 2216/3444 [04:10<02:19,  8.81it/s]
 64%|██████▍   | 2217/3444 [04:10<02:19,  8.81it/s]
 64%|██████▍   | 2218/3444 [04:10<02:19,  8.81it/s]
 64%|██████▍   | 2219/3444 [04:10<02:18,  8.81it/s]
 64%|██████▍   | 2220/3444 [04:10<02:18,  8.82it/s]
 64%|██████▍   | 2221/3444 [04:11<02:18,  8.82it/s]
 65%|██████▍   | 2222/3444 [04:11<02:14,  9.12it/s]
 65%|██████▍   | 2223/3444 [04:11<02:15,  9.00it/s]
 65%|██████▍   | 2224/3444 [04:11<02:16,  8.95it/s]
 65%|██████▍   | 2225/3444 [04:11<02:16,  8.91it/s]
 65%|██████▍   | 2226/3444 [04:11<02:17,  8.89it/s]
 65%|██████▍   | 2227/3444 [04:11<02:17,  8.88it/s]
 65%|██████▍   | 2228/3444 [04:11<02:16,  8.88it/s]
 65%|██████▍   | 2229/3444 [04:12<02:17,  8.86it/s]
 65%|██████▍   | 2230/3444 [04:12<02:17,  8.85it/s]
 65%|██████▍   | 2231/3444 [04:12<02:17,  8.84it/s]
 65%|██████▍   | 2232/3444 [04:12<02:17,  8.83it/s]
 65%|██████▍   | 2233/3444 [04:12<02:17,  8.82it/s]
 65%|██████▍   | 2235/3444 [04:12<02:09,  9.32it/s]
 65%|██████▍   | 2236/3444 [04:12<02:11,  9.19it/s]
 65%|██████▍   | 2237/3444 [04:12<02:12,  9.09it/s]
 65%|██████▍   | 2238/3444 [04:13<02:13,  9.03it/s]
 65%|██████▌   | 2239/3444 [04:13<02:14,  8.98it/s]
 65%|██████▌   | 2240/3444 [04:13<02:14,  8.93it/s]
 65%|██████▌   | 2241/3444 [04:13<02:15,  8.91it/s]
 65%|██████▌   | 2242/3444 [04:13<02:15,  8.88it/s]
 65%|██████▌   | 2243/3444 [04:13<02:15,  8.85it/s]
 65%|██████▌   | 2244/3444 [04:13<02:15,  8.83it/s]
 65%|██████▌   | 2245/3444 [04:13<02:15,  8.83it/s]
 65%|██████▌   | 2246/3444 [04:13<02:15,  8.83it/s]
 65%|██████▌   | 2247/3444 [04:14<02:15,  8.83it/s]
 65%|██████▌   | 2249/3444 [04:14<02:10,  9.14it/s]
 65%|██████▌   | 2250/3444 [04:14<02:12,  9.03it/s]
 65%|██████▌   | 2251/3444 [04:14<02:12,  8.97it/s]
 65%|██████▌   | 2252/3444 [04:14<02:13,  8.93it/s]
 65%|██████▌   | 2253/3444 [04:14<02:13,  8.89it/s]
 65%|██████▌   | 2254/3444 [04:14<02:14,  8.88it/s]
 65%|██████▌   | 2255/3444 [04:14<02:14,  8.86it/s]
 66%|██████▌   | 2256/3444 [04:15<02:14,  8.85it/s]
 66%|██████▌   | 2257/3444 [04:15<02:14,  8.84it/s]
 66%|██████▌   | 2258/3444 [04:15<02:14,  8.84it/s]
 66%|██████▌   | 2259/3444 [04:15<02:14,  8.84it/s]
 66%|██████▌   | 2260/3444 [04:15<02:14,  8.83it/s]
 66%|██████▌   | 2261/3444 [04:15<02:13,  8.84it/s]
 66%|██████▌   | 2262/3444 [04:15<02:13,  8.83it/s]
 66%|██████▌   | 2263/3444 [04:15<02:13,  8.82it/s]
 66%|██████▌   | 2264/3444 [04:15<02:13,  8.82it/s]
 66%|██████▌   | 2265/3444 [04:16<02:13,  8.81it/s]
 66%|██████▌   | 2266/3444 [04:16<02:13,  8.81it/s]
 66%|██████▌   | 2267/3444 [04:16<02:13,  8.81it/s]
 66%|██████▌   | 2268/3444 [04:16<02:11,  8.95it/s]
 66%|██████▌   | 2269/3444 [04:16<02:12,  8.89it/s]
 66%|██████▌   | 2270/3444 [04:16<02:12,  8.87it/s]
 66%|██████▌   | 2271/3444 [04:16<02:12,  8.86it/s]
 66%|██████▌   | 2272/3444 [04:16<02:12,  8.84it/s]
 66%|██████▌   | 2273/3444 [04:16<02:12,  8.83it/s]
 66%|██████▌   | 2274/3444 [04:17<02:12,  8.81it/s]
 66%|██████▌   | 2275/3444 [04:17<02:12,  8.81it/s]
 66%|██████▌   | 2276/3444 [04:17<02:09,  8.99it/s]
 66%|██████▌   | 2277/3444 [04:17<02:11,  8.91it/s]
 66%|██████▌   | 2278/3444 [04:17<02:11,  8.88it/s]
 66%|██████▌   | 2279/3444 [04:17<02:11,  8.85it/s]
 66%|██████▌   | 2280/3444 [04:17<02:08,  9.09it/s]
 66%|██████▌   | 2281/3444 [04:17<02:09,  8.99it/s]
 66%|██████▋   | 2282/3444 [04:17<02:09,  8.94it/s]
 66%|██████▋   | 2283/3444 [04:18<02:10,  8.89it/s]
 66%|██████▋   | 2284/3444 [04:18<02:10,  8.87it/s]
 66%|██████▋   | 2285/3444 [04:18<02:10,  8.85it/s]
 66%|██████▋   | 2286/3444 [04:18<02:10,  8.89it/s]
 66%|██████▋   | 2287/3444 [04:18<02:10,  8.84it/s]
 66%|██████▋   | 2288/3444 [04:18<02:11,  8.77it/s]
 66%|██████▋   | 2289/3444 [04:18<02:08,  8.99it/s]
 66%|██████▋   | 2290/3444 [04:18<02:09,  8.90it/s]
 67%|██████▋   | 2291/3444 [04:18<02:09,  8.88it/s]
 67%|██████▋   | 2292/3444 [04:19<02:10,  8.85it/s]
 67%|██████▋   | 2293/3444 [04:19<02:10,  8.85it/s]
 67%|██████▋   | 2294/3444 [04:19<02:09,  8.85it/s]
 67%|██████▋   | 2295/3444 [04:19<02:09,  8.85it/s]
 67%|██████▋   | 2296/3444 [04:19<02:10,  8.83it/s]
 67%|██████▋   | 2297/3444 [04:19<02:09,  8.84it/s]
 67%|██████▋   | 2298/3444 [04:19<02:10,  8.81it/s]
 67%|██████▋   | 2299/3444 [04:19<02:09,  8.82it/s]
 67%|██████▋   | 2300/3444 [04:19<02:07,  8.97it/s]
 67%|██████▋   | 2301/3444 [04:20<02:08,  8.90it/s]
 67%|██████▋   | 2302/3444 [04:20<02:08,  8.87it/s]
 67%|██████▋   | 2303/3444 [04:20<02:06,  8.99it/s]
 67%|██████▋   | 2305/3444 [04:20<01:56,  9.76it/s]
 67%|██████▋   | 2306/3444 [04:20<01:59,  9.50it/s]
 67%|██████▋   | 2307/3444 [04:20<02:02,  9.31it/s]
 67%|██████▋   | 2308/3444 [04:20<02:03,  9.17it/s]
 67%|██████▋   | 2309/3444 [04:20<02:05,  9.07it/s]
 67%|██████▋   | 2310/3444 [04:21<02:06,  9.00it/s]
 67%|██████▋   | 2311/3444 [04:21<02:06,  8.95it/s]
 67%|██████▋   | 2312/3444 [04:21<02:06,  8.92it/s]
 67%|██████▋   | 2313/3444 [04:21<02:07,  8.89it/s]
 67%|██████▋   | 2314/3444 [04:21<02:07,  8.86it/s]
 67%|██████▋   | 2315/3444 [04:21<02:07,  8.85it/s]
 67%|██████▋   | 2316/3444 [04:21<02:05,  8.97it/s]
 67%|██████▋   | 2317/3444 [04:21<02:06,  8.89it/s]
 67%|██████▋   | 2318/3444 [04:21<02:06,  8.87it/s]
 67%|██████▋   | 2319/3444 [04:22<02:07,  8.85it/s]
 67%|██████▋   | 2320/3444 [04:22<02:07,  8.84it/s]
 67%|██████▋   | 2322/3444 [04:22<02:02,  9.18it/s]
 67%|██████▋   | 2323/3444 [04:22<02:03,  9.09it/s]
 67%|██████▋   | 2324/3444 [04:22<02:00,  9.28it/s]
 68%|██████▊   | 2325/3444 [04:22<02:02,  9.14it/s]
 68%|██████▊   | 2326/3444 [04:22<02:04,  9.01it/s]
 68%|██████▊   | 2327/3444 [04:22<02:04,  8.96it/s]
 68%|██████▊   | 2328/3444 [04:23<02:01,  9.20it/s]
 68%|██████▊   | 2329/3444 [04:23<02:03,  9.06it/s]
 68%|██████▊   | 2330/3444 [04:23<02:04,  8.97it/s]
 68%|██████▊   | 2331/3444 [04:23<02:04,  8.91it/s]
 68%|██████▊   | 2332/3444 [04:23<02:05,  8.86it/s]
 68%|██████▊   | 2333/3444 [04:23<02:05,  8.85it/s]
 68%|██████▊   | 2334/3444 [04:23<02:05,  8.82it/s]
 68%|██████▊   | 2335/3444 [04:23<02:06,  8.80it/s]
 68%|██████▊   | 2336/3444 [04:23<02:07,  8.70it/s]
 68%|██████▊   | 2337/3444 [04:24<02:06,  8.74it/s]
 68%|██████▊   | 2338/3444 [04:24<02:06,  8.75it/s]
 68%|██████▊   | 2339/3444 [04:24<02:05,  8.77it/s]
 68%|██████▊   | 2340/3444 [04:24<02:01,  9.07it/s]
 68%|██████▊   | 2341/3444 [04:24<02:02,  8.98it/s]
 68%|██████▊   | 2343/3444 [04:24<01:59,  9.21it/s]
 68%|██████▊   | 2344/3444 [04:24<02:00,  9.10it/s]
 68%|██████▊   | 2345/3444 [04:24<02:01,  9.03it/s]
 68%|██████▊   | 2346/3444 [04:25<02:02,  8.97it/s]
 68%|██████▊   | 2348/3444 [04:25<01:57,  9.30it/s]
 68%|██████▊   | 2349/3444 [04:25<01:59,  9.18it/s]
 68%|██████▊   | 2350/3444 [04:25<02:00,  9.07it/s]
 68%|██████▊   | 2351/3444 [04:25<02:01,  9.00it/s]
 68%|██████▊   | 2352/3444 [04:25<02:02,  8.94it/s]
 68%|██████▊   | 2353/3444 [04:25<02:02,  8.89it/s]
 68%|██████▊   | 2354/3444 [04:25<02:02,  8.86it/s]
 68%|██████▊   | 2355/3444 [04:26<02:03,  8.83it/s]
 68%|██████▊   | 2357/3444 [04:26<01:59,  9.11it/s]
 68%|██████▊   | 2358/3444 [04:26<02:00,  9.03it/s]
 68%|██████▊   | 2359/3444 [04:26<02:00,  8.97it/s]
 69%|██████▊   | 2360/3444 [04:26<02:01,  8.92it/s]
 69%|██████▊   | 2361/3444 [04:26<02:02,  8.81it/s]
 69%|██████▊   | 2362/3444 [04:26<02:02,  8.82it/s]
 69%|██████▊   | 2363/3444 [04:26<02:02,  8.82it/s]
 69%|██████▊   | 2364/3444 [04:27<02:02,  8.81it/s]
 69%|██████▊   | 2365/3444 [04:27<02:02,  8.79it/s]
 69%|██████▊   | 2366/3444 [04:27<01:59,  9.01it/s]
 69%|██████▊   | 2367/3444 [04:27<02:00,  8.93it/s]
 69%|██████▉   | 2368/3444 [04:27<01:56,  9.22it/s]
 69%|██████▉   | 2369/3444 [04:27<01:58,  9.08it/s]
 69%|██████▉   | 2370/3444 [04:27<01:59,  9.00it/s]
 69%|██████▉   | 2371/3444 [04:27<01:59,  8.95it/s]
 69%|██████▉   | 2372/3444 [04:27<02:00,  8.91it/s]
 69%|██████▉   | 2373/3444 [04:28<02:00,  8.88it/s]
 69%|██████▉   | 2374/3444 [04:28<02:00,  8.85it/s]
 69%|██████▉   | 2375/3444 [04:28<02:01,  8.80it/s]
 69%|██████▉   | 2376/3444 [04:28<02:01,  8.81it/s]
 69%|██████▉   | 2377/3444 [04:28<02:01,  8.79it/s]
 69%|██████▉   | 2378/3444 [04:28<02:01,  8.79it/s]
 69%|██████▉   | 2379/3444 [04:28<02:01,  8.79it/s]
 69%|██████▉   | 2380/3444 [04:28<02:00,  8.80it/s]
 69%|██████▉   | 2381/3444 [04:29<02:00,  8.81it/s]
 69%|██████▉   | 2382/3444 [04:29<02:00,  8.80it/s]
 69%|██████▉   | 2384/3444 [04:29<01:56,  9.12it/s]
 69%|██████▉   | 2385/3444 [04:29<01:57,  9.02it/s]
 69%|██████▉   | 2386/3444 [04:29<01:59,  8.87it/s]
 69%|██████▉   | 2387/3444 [04:29<01:59,  8.85it/s]
 69%|██████▉   | 2388/3444 [04:29<01:59,  8.85it/s]
 69%|██████▉   | 2389/3444 [04:29<01:59,  8.84it/s]
 69%|██████▉   | 2390/3444 [04:30<01:59,  8.83it/s]
 69%|██████▉   | 2391/3444 [04:30<01:55,  9.10it/s]
 69%|██████▉   | 2392/3444 [04:30<01:57,  8.99it/s]
 69%|██████▉   | 2393/3444 [04:30<01:57,  8.93it/s]
 70%|██████▉   | 2394/3444 [04:30<01:58,  8.89it/s]
 70%|██████▉   | 2395/3444 [04:30<01:58,  8.88it/s]
 70%|██████▉   | 2396/3444 [04:30<01:55,  9.09it/s]
 70%|██████▉   | 2397/3444 [04:30<01:55,  9.08it/s]
 70%|██████▉   | 2398/3444 [04:30<01:54,  9.15it/s]
 70%|██████▉   | 2399/3444 [04:31<01:52,  9.26it/s]
 70%|██████▉   | 2400/3444 [04:31<01:54,  9.09it/s]
 70%|██████▉   | 2401/3444 [04:31<01:55,  9.01it/s]
 70%|██████▉   | 2402/3444 [04:31<01:56,  8.93it/s]
 70%|██████▉   | 2403/3444 [04:31<01:57,  8.89it/s]
 70%|██████▉   | 2404/3444 [04:31<01:57,  8.86it/s]
 70%|██████▉   | 2405/3444 [04:31<01:57,  8.84it/s]
 70%|██████▉   | 2406/3444 [04:31<01:57,  8.83it/s]
 70%|██████▉   | 2407/3444 [04:31<01:57,  8.81it/s]
 70%|██████▉   | 2408/3444 [04:32<01:57,  8.81it/s]
 70%|██████▉   | 2409/3444 [04:32<01:55,  8.94it/s]
 70%|██████▉   | 2410/3444 [04:32<01:57,  8.77it/s]
 70%|███████   | 2411/3444 [04:32<01:57,  8.79it/s]
 70%|███████   | 2412/3444 [04:32<01:57,  8.81it/s]
 70%|███████   | 2413/3444 [04:32<01:57,  8.80it/s]
 70%|███████   | 2414/3444 [04:32<01:57,  8.80it/s]
 70%|███████   | 2415/3444 [04:32<01:56,  8.80it/s]
 70%|███████   | 2416/3444 [04:32<01:56,  8.81it/s]
 70%|███████   | 2417/3444 [04:33<01:56,  8.82it/s]
 70%|███████   | 2418/3444 [04:33<01:56,  8.81it/s]
 70%|███████   | 2419/3444 [04:33<01:56,  8.80it/s]
 70%|███████   | 2420/3444 [04:33<01:56,  8.81it/s]
 70%|███████   | 2421/3444 [04:33<01:56,  8.82it/s]
 70%|███████   | 2422/3444 [04:33<01:55,  8.83it/s]
 70%|███████   | 2423/3444 [04:33<01:55,  8.83it/s]
 70%|███████   | 2424/3444 [04:33<01:55,  8.82it/s]
 70%|███████   | 2425/3444 [04:33<01:55,  8.82it/s]
 70%|███████   | 2426/3444 [04:34<01:55,  8.81it/s]
 70%|███████   | 2427/3444 [04:34<01:55,  8.81it/s]
 70%|███████   | 2428/3444 [04:34<01:55,  8.82it/s]
 71%|███████   | 2429/3444 [04:34<01:55,  8.82it/s]
 71%|███████   | 2430/3444 [04:34<01:55,  8.80it/s]
 71%|███████   | 2431/3444 [04:34<01:55,  8.79it/s]
 71%|███████   | 2432/3444 [04:34<01:55,  8.79it/s]
 71%|███████   | 2433/3444 [04:34<01:55,  8.79it/s]
 71%|███████   | 2434/3444 [04:34<01:55,  8.78it/s]
 71%|███████   | 2435/3444 [04:35<01:56,  8.65it/s]
 71%|███████   | 2436/3444 [04:35<01:55,  8.72it/s]
 71%|███████   | 2437/3444 [04:35<01:54,  8.76it/s]
 71%|███████   | 2438/3444 [04:35<01:54,  8.79it/s]
 71%|███████   | 2439/3444 [04:35<01:54,  8.79it/s]
 71%|███████   | 2440/3444 [04:35<01:54,  8.80it/s]
 71%|███████   | 2441/3444 [04:35<01:54,  8.78it/s]
 71%|███████   | 2442/3444 [04:35<01:52,  8.87it/s]
 71%|███████   | 2443/3444 [04:35<01:49,  9.11it/s]
 71%|███████   | 2444/3444 [04:36<01:51,  9.00it/s]
 71%|███████   | 2445/3444 [04:36<01:51,  8.94it/s]
 71%|███████   | 2446/3444 [04:36<01:52,  8.91it/s]
 71%|███████   | 2447/3444 [04:36<01:52,  8.88it/s]
 71%|███████   | 2448/3444 [04:36<01:52,  8.87it/s]
 71%|███████   | 2449/3444 [04:36<01:52,  8.84it/s]
 71%|███████   | 2450/3444 [04:36<01:52,  8.82it/s]
 71%|███████   | 2451/3444 [04:36<01:52,  8.81it/s]
 71%|███████   | 2452/3444 [04:37<01:52,  8.79it/s]
 71%|███████   | 2453/3444 [04:37<01:53,  8.74it/s]
 71%|███████▏  | 2454/3444 [04:37<01:53,  8.76it/s]
 71%|███████▏  | 2456/3444 [04:37<01:49,  9.05it/s]
 71%|███████▏  | 2457/3444 [04:37<01:49,  8.99it/s]
 71%|███████▏  | 2458/3444 [04:37<01:49,  9.04it/s]
 71%|███████▏  | 2459/3444 [04:37<01:48,  9.06it/s]
 71%|███████▏  | 2460/3444 [04:37<01:48,  9.09it/s]
 71%|███████▏  | 2461/3444 [04:38<01:49,  8.98it/s]
 71%|███████▏  | 2462/3444 [04:38<01:49,  8.93it/s]
 72%|███████▏  | 2463/3444 [04:38<01:47,  9.13it/s]
 72%|███████▏  | 2464/3444 [04:38<01:48,  9.00it/s]
 72%|███████▏  | 2465/3444 [04:38<01:49,  8.95it/s]
 72%|███████▏  | 2466/3444 [04:38<01:49,  8.91it/s]
 72%|███████▏  | 2467/3444 [04:38<01:50,  8.88it/s]
 72%|███████▏  | 2468/3444 [04:38<01:50,  8.87it/s]
 72%|███████▏  | 2470/3444 [04:39<01:46,  9.17it/s]
 72%|███████▏  | 2471/3444 [04:39<01:47,  9.07it/s]
 72%|███████▏  | 2472/3444 [04:39<01:47,  9.00it/s]
 72%|███████▏  | 2473/3444 [04:39<01:48,  8.94it/s]
 72%|███████▏  | 2475/3444 [04:39<01:45,  9.19it/s]
 72%|███████▏  | 2476/3444 [04:39<01:46,  9.08it/s]
 72%|███████▏  | 2477/3444 [04:39<01:47,  9.02it/s]
 72%|███████▏  | 2478/3444 [04:39<01:48,  8.94it/s]
 72%|███████▏  | 2479/3444 [04:40<01:49,  8.85it/s]
 72%|███████▏  | 2480/3444 [04:40<01:48,  8.85it/s]
 72%|███████▏  | 2481/3444 [04:40<01:49,  8.82it/s]
 72%|███████▏  | 2482/3444 [04:40<01:49,  8.82it/s]
 72%|███████▏  | 2483/3444 [04:40<01:49,  8.80it/s]
 72%|███████▏  | 2484/3444 [04:40<01:50,  8.72it/s]
 72%|███████▏  | 2485/3444 [04:40<01:49,  8.75it/s]
 72%|███████▏  | 2486/3444 [04:40<01:49,  8.76it/s]
 72%|███████▏  | 2487/3444 [04:40<01:49,  8.76it/s]
 72%|███████▏  | 2488/3444 [04:41<01:49,  8.76it/s]
 72%|███████▏  | 2489/3444 [04:41<01:48,  8.78it/s]
 72%|███████▏  | 2490/3444 [04:41<01:48,  8.78it/s]
 72%|███████▏  | 2491/3444 [04:41<01:48,  8.78it/s]
 72%|███████▏  | 2492/3444 [04:41<01:48,  8.76it/s]
 72%|███████▏  | 2493/3444 [04:41<01:46,  8.95it/s]
 72%|███████▏  | 2494/3444 [04:41<01:46,  8.88it/s]
 72%|███████▏  | 2496/3444 [04:41<01:40,  9.44it/s]
 73%|███████▎  | 2497/3444 [04:42<01:42,  9.26it/s]
 73%|███████▎  | 2498/3444 [04:42<01:41,  9.29it/s]
 73%|███████▎  | 2499/3444 [04:42<01:43,  9.13it/s]
 73%|███████▎  | 2500/3444 [04:42<01:44,  9.04it/s]
 73%|███████▎  | 2502/3444 [04:42<01:36,  9.72it/s]
 73%|███████▎  | 2503/3444 [04:42<01:39,  9.46it/s]
 73%|███████▎  | 2504/3444 [04:42<01:41,  9.28it/s]
 73%|███████▎  | 2505/3444 [04:42<01:42,  9.14it/s]
 73%|███████▎  | 2506/3444 [04:43<01:43,  9.03it/s]
 73%|███████▎  | 2507/3444 [04:43<01:44,  8.96it/s]
 73%|███████▎  | 2508/3444 [04:43<01:45,  8.91it/s]
 73%|███████▎  | 2509/3444 [04:43<01:45,  8.88it/s]
 73%|███████▎  | 2510/3444 [04:43<01:46,  8.75it/s]
 73%|███████▎  | 2511/3444 [04:43<01:46,  8.77it/s]
 73%|███████▎  | 2512/3444 [04:43<01:45,  8.80it/s]
 73%|███████▎  | 2513/3444 [04:43<01:45,  8.80it/s]
 73%|███████▎  | 2514/3444 [04:43<01:45,  8.80it/s]
 73%|███████▎  | 2515/3444 [04:44<01:45,  8.81it/s]
 73%|███████▎  | 2516/3444 [04:44<01:45,  8.81it/s]
 73%|███████▎  | 2517/3444 [04:44<01:41,  9.10it/s]
 73%|███████▎  | 2518/3444 [04:44<01:43,  8.95it/s]
 73%|███████▎  | 2519/3444 [04:44<01:43,  8.90it/s]
 73%|███████▎  | 2520/3444 [04:44<01:44,  8.87it/s]
 73%|███████▎  | 2521/3444 [04:44<01:44,  8.86it/s]
 73%|███████▎  | 2523/3444 [04:44<01:35,  9.63it/s]
 73%|███████▎  | 2524/3444 [04:45<01:38,  9.38it/s]
